1.6998 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
20.5809 	EXP 	New trial (rep=0, index=5): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
20.5952 	EXP 	fixation: autoDraw = False
20.5952 	EXP 	cue: autoDraw = False
20.5952 	EXP 	target: autoDraw = False
20.5952 	EXP 	cue: ori = 0.0
20.5952 	EXP 	target: pos = array([-0.5,  0. ])
20.5952 	EXP 	fixation: autoDraw = True
21.0743 	EXP 	cue: autoDraw = True
21.7741 	EXP 	cue: autoDraw = False
22.2736 	EXP 	target: autoDraw = True
22.7741 	EXP 	target: autoDraw = False
23.2628 	EXP 	New trial (rep=0, index=6): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
23.2735 	EXP 	fixation: autoDraw = False
23.2735 	EXP 	fixation: autoDraw = False
23.2735 	EXP 	cue: autoDraw = False
23.2735 	EXP 	target: autoDraw = False
23.2735 	EXP 	cue: ori = 0.0
23.2735 	EXP 	target: pos = array([-0.5,  0. ])
23.2735 	EXP 	fixation: autoDraw = True
23.7574 	EXP 	cue: autoDraw = True
24.4619 	EXP 	cue: autoDraw = False
24.9611 	EXP 	target: autoDraw = True
25.4577 	EXP 	target: autoDraw = False
25.9575 	EXP 	fixation: autoDraw = False
25.9613 	EXP 	New trial (rep=0, index=7): OrderedDict([('targetX', -0.5), ('cueOri', 180), ('congr', 0), ('corrAns', 'left'), ('posner_type', 4)])
25.9777 	EXP 	fixation: autoDraw = False
25.9777 	EXP 	cue: autoDraw = False
25.9777 	EXP 	target: autoDraw = False
25.9777 	EXP 	cue: ori = 180.0
25.9777 	EXP 	target: pos = array([-0.5,  0. ])
25.9777 	EXP 	fixation: autoDraw = True
26.4577 	EXP 	cue: autoDraw = True
27.1568 	EXP 	cue: autoDraw = False
27.6584 	EXP 	target: autoDraw = True
28.1777 	EXP 	target: autoDraw = False
28.6522 	EXP 	New trial (rep=1, index=0): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('posner_type', 2)])
28.6577 	EXP 	fixation: autoDraw = False
28.6577 	EXP 	fixation: autoDraw = False
28.6577 	EXP 	cue: autoDraw = False
28.6577 	EXP 	target: autoDraw = False
28.6577 	EXP 	cue: ori = 0.0
28.6577 	EXP 	target: pos = array([-0.5,  0. ])
28.6577 	EXP 	fixation: autoDraw = True
29.1495 	DATA 	Mouse: Left button down, pos=(810,585)
29.1443 	EXP 	cue: autoDraw = True
29.2429 	DATA 	Mouse:  Left button up, pos=(809,585)
29.8565 	EXP 	cue: autoDraw = False
29.9081 	DATA 	Keypress: escape
30.0834 	EXP 	window1: mouseVisible = True
